관리번호,사업장명,category,업태구분명,위생업태명,도로명주소,지번주소,전화,인허가일자,영업상태,hub,existing_slug,status
3130000-213-2023-00015,필립(Pilip),salon,일반미용업,종합미용업,"서울특별시 마포구 성미산로17길 114, 1층 102호 (연남동)",서울특별시 마포구 연남동 487-269 1층 102호호,,2023-03-16,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00017,더(The)쉼 헤어살롱,salon,일반미용업,종합미용업,"서울특별시 마포구 성미산로17길 105-4, 지1층 B101호 (연남동)",서울특별시 마포구 연남동 487-262 지1층 B101호,,2023-03-22,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00021,오뷰나(Ovuna),makeup,메이크업업,종합미용업,"서울특별시 마포구 독막로8길 29, 3층 (합정동)",서울특별시 마포구 합정동 358-15 3층 전체,,2023-04-07,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00022,르소드(LSO:D),salon,일반미용업,종합미용업,"서울특별시 마포구 독막로 29, 상현빌딩 3층 (합정동)",서울특별시 마포구 합정동 412-7 상현빌딩 3층,,2023-04-10,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00024,크로티즈 네일,nail_lash,네일아트업,종합미용업,"서울특별시 마포구 연희로 19, 2층 일부호 (동교동)",서울특별시 마포구 동교동 113-82 2층 일부호,,2023-05-08,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00027,살롱 드 블루(Salon de blue),salon,일반미용업,종합미용업,"서울특별시 마포구 와우산로23길 35, 1층 103호 (서교동)",서울특별시 마포구 서교동 345-27 1층 103호(좌측코너),,2023-05-15,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00029,네일옐루(nailyellu),nail_lash,네일아트업,종합미용업,"서울특별시 마포구 신촌로4길 5-5, 3층 301호 (동교동)","서울특별시 마포구 동교동 179-27 , 3층 301호",,2023-05-22,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00031,이스트플라워헤어,salon,일반미용업,종합미용업,"서울특별시 마포구 성지1길 29, 101호 (합정동)",서울특별시 마포구 합정동 364-20 101호,,2023-06-07,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00033,룩바이,makeup,메이크업업,종합미용업,"서울특별시 마포구 잔다리로6길 22, 한국빌딩 3층 (서교동)",서울특별시 마포구 서교동 366-27 한국빌딩 3층 전체,,2023-07-11,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00036,아르틱(Arctic),salon,일반미용업,종합미용업,"서울특별시 마포구 와우산로37길 32, 1층 우측호 (동교동)",서울특별시 마포구 동교동 177-17 1층 우측,,2023-08-02,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00041,킨트헤어,salon,일반미용업,종합미용업,"서울특별시 마포구 와우산로 83, 2층 (서교동)",서울특별시 마포구 서교동 362-1 2층 전체,,2023-08-24,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00042,담혜원 스칼프라운지 합정교보문고점,salon,일반미용업,종합미용업,"서울특별시 마포구 월드컵로1길 14, 지하층 207호 (합정동, 마포 한강 푸르지오)",서울특별시 마포구 합정동 472 마포 한강 푸르지오 1차 지하층 207호,,2023-08-30,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00043,바이디,salon,일반미용업,종합미용업,"서울특별시 마포구 홍익로 25, 서교별관 2층 B09호 (서교동)",서울특별시 마포구 서교동 356-1 서교별관 2층 B09호,,2023-08-31,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00044,헤이 메이크업,makeup,메이크업업,종합미용업,"서울특별시 마포구 독막로14길 24, 2층 일부호 (상수동)",서울특별시 마포구 상수동 325-2 2층 일부호,,2023-09-06,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00049,헤어소리미용실,salon,일반미용업,종합미용업,"서울특별시 마포구 성미산로 191, 1층 (연남동)",서울특별시 마포구 연남동 226-23,0231417113,2023-09-26,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00051,연을담다,salon,일반미용업,종합미용업,"서울특별시 마포구 와우산로37길 9, 3층 (동교동)",서울특별시 마포구 동교동 189-6 3층 전체,,2023-10-11,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00053,미닌 헤어메이크업,makeup,메이크업업,종합미용업,"서울특별시 마포구 동교로15길 32, 아트림 201호 (서교동)",서울특별시 마포구 서교동 468-20 아트림 201호,,2023-10-17,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00054,유지,salon,일반미용업,종합미용업,"서울특별시 마포구 동교로27길 21-8, 경윤빌딩 2층 (동교동)",서울특별시 마포구 동교동 204-55 경윤빌딩,023389291,2023-10-20,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00055,풋풋한리쌤 합정점,nail_lash,네일아트업,종합미용업,"서울특별시 마포구 독막로9길 8, 4층 (서교동)",서울특별시 마포구 서교동 402-6 4층 전체,,2023-10-23,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00056,네일플럼(nail plum),nail_lash,네일아트업,종합미용업,"서울특별시 마포구 잔다리로 101-6, 아트루 지하층 B02호 (서교동)",서울특별시 마포구 서교동 468-19 아트루 지하층 B02호,,2023-10-23,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00058,서브서울(SUB SEOUL),salon,일반미용업,종합미용업,"서울특별시 마포구 와우산로 80, 홍우빌딩 3층 (서교동)",서울특별시 마포구 서교동 361-20 홍우빌딩 3층,,2023-11-03,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00059,포근담 에스테틱,facial,피부미용업,종합미용업,"서울특별시 마포구 월드컵로 88, 서교월드빌딩 2층 (서교동)",서울특별시 마포구 서교동 441-3 서교월드빌딩 2층 일부,,2023-11-08,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00060,발렌헤어,salon,일반미용업,종합미용업,"서울특별시 마포구 와우산로13길 6, 홍대가자II 2층 201호 (서교동)",서울특별시 마포구 서교동 411-3 홍대가자II 201호,,2023-11-08,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00064,JS헤어,salon,일반미용업,종합미용업,"서울특별시 마포구 월드컵북로7길 14, 1층 일부호 (서교동)",서울특별시 마포구 서교동 247-85 1층 일부,,2023-12-04,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00065,엣디아몬드(at the amond),nail_lash,네일아트업,종합미용업,"서울특별시 마포구 토정로3안길 2, 지층 102호 (합정동)",서울특별시 마포구 합정동 368-6 지하층 102호,,2023-12-05,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00068,머쉬룸,salon,일반미용업,종합미용업,"서울특별시 마포구 성미산로29길 39, 1층 일부호 (연남동)",서울특별시 마포구 연남동 245-33 1층 일부,,2023-12-26,영업,hongdae,,PENDING_REVIEW
3130000-213-2023-00070,시유뷰티 홍대점,makeup,메이크업업,종합미용업,"서울특별시 마포구 동교로 278, 4층 402호 (연남동)",서울특별시 마포구 연남동 224-23 4층 전면우측 402호,,2023-11-02,영업,hongdae,,PENDING_REVIEW
3130000-213-2024-00002,하우스왁싱 홍대,facial,피부미용업,종합미용업,"서울특별시 마포구 양화로 178, 5층 (동교동)",서울특별시 마포구 동교동 166-1 5층 전체,,2024-01-05,영업,hongdae,,PENDING_REVIEW
3130000-213-2024-00005,아티의 방,salon,일반미용업,종합미용업,"서울특별시 마포구 홍익로 25, 서교별관 2층 S01호 (서교동)",서울특별시 마포구 서교동 356-1 서교별관 S01호,,2024-01-30,영업,hongdae,,PENDING_REVIEW
3130000-213-2024-00007,원앤온리메이크업헤어,makeup,메이크업업,종합미용업,"서울특별시 마포구 양화로 45, 몰동 1층 137,138호 (서교동, 메세나폴리스)",서울특별시 마포구 서교동 490 메세나폴리스,,2024-02-01,영업,hongdae,,PENDING_REVIEW
3130000-213-2024-00008,흐므네일,nail_lash,네일아트업,종합미용업,"서울특별시 마포구 월드컵북로4길 20, 1층 (동교동)",서울특별시 마포구 동교동 201-25,,2024-02-02,영업,hongdae,,PENDING_REVIEW
3130000-213-2024-00011,다이브 인투 스킨,facial,피부미용업,종합미용업,"서울특별시 마포구 와우산로29바길 9, 시성빌딩 3층 302호 (서교동)",서울특별시 마포구 서교동 332-20 시성빌딩 302호,,2024-02-26,영업,hongdae,,PENDING_REVIEW
3130000-213-2024-00015,하다비,salon,일반미용업,종합미용업,"서울특별시 마포구 홍익로3길 20, 서교오피스텔 212호 (서교동)",서울특별시 마포구 서교동 357-1 서교오피스텔 212호,,2024-03-08,영업,hongdae,,PENDING_REVIEW
3130000-213-2024-00016,부니헤어,salon,일반미용업,종합미용업,"서울특별시 마포구 성미산로19길 21, 201호 (연남동)",서울특별시 마포구 연남동 482-30 201호,,2024-03-12,영업,hongdae,,PENDING_REVIEW
3130000-213-2024-00017,유니크 퍼핏,nail_lash,네일아트업,종합미용업,"서울특별시 마포구 독막로19길 7, 홍현빌딩 3층 (상수동)",서울특별시 마포구 상수동 93-6 홍현빌딩,,2024-03-21,영업,hongdae,,PENDING_REVIEW
3130000-213-2024-00019,포근네일,nail_lash,네일아트업,종합미용업,"서울특별시 마포구 와우산로35길 71-4, 2층 (서교동)",서울특별시 마포구 서교동 330-45,,2024-04-01,영업,hongdae,,PENDING_REVIEW
3130000-213-2024-00023,오공육네일 룸(506nail room),nail_lash,네일아트업,종합미용업,"서울특별시 마포구 와우산로11길 9-7, 4층 (상수동, 상수라이크)",서울특별시 마포구 상수동 93-113 상수라이크,,2024-05-17,영업,hongdae,,PENDING_REVIEW
3130000-213-2024-00025,보그헤어 홍대거리점,salon,일반미용업,종합미용업,"서울특별시 마포구 와우산로27길 76, 2,3층 (서교동)","서울특별시 마포구 서교동 347-20 2,3,4층",,2024-07-19,영업,hongdae,vog-hair-hongdae,PENDING_REVIEW
3130000-213-2024-00028,드뮤엘(Demuel Beauty),nail_lash,네일아트업,종합미용업,"서울특별시 마포구 성미산로28길 39, 1층 102호 (연남동, 이삭하우스)",서울특별시 마포구 연남동 255-26 이삭하우스 102호,,2024-12-31,영업,hongdae,,PENDING_REVIEW
3130000-213-2025-00001,923아이래쉬,makeup,메이크업업,종합미용업,"서울특별시 마포구 성미산로2길 43, 4층 402호 (서교동)",서울특별시 마포구 서교동 442-4 4층 402호,,2025-02-04,영업,hongdae,,PENDING_REVIEW
3130000-213-2025-00004,보그헤어 케이 뷰티 홍대라운지점,salon,일반미용업,종합미용업,"서울특별시 마포구 양화로 156, LG팰리스빌딩 202, 203호 (동교동)",서울특별시 마포구 동교동 165-8 LG팰리스빌딩,,2025-07-28,영업,hongdae,,PENDING_REVIEW
3130000-213-2025-00005,스튜디오 도뜰,makeup,메이크업업,종합미용업,"서울특별시 마포구 성미산로19길 21, 2층 204호 (연남동)",서울특별시 마포구 연남동 482-30,,2025-08-21,영업,hongdae,,PENDING_REVIEW
3130000-213-2025-00006,이든글로우,makeup,메이크업업,종합미용업,"서울특별시 마포구 성지길 18, 2층 일부호 (합정동)",서울특별시 마포구 합정동 375-26,,2025-08-21,영업,hongdae,,PENDING_REVIEW
3130000-213-2025-00007,모브룸 눈썹&입술 홍대합정점,makeup,메이크업업,종합미용업,"서울특별시 마포구 양화로6길 45, 4층 403호 (서교동)",서울특별시 마포구 서교동 396-32,,2025-09-12,영업,hongdae,,PENDING_REVIEW
3130000-213-2025-00008,브로우바 루아스튜디오 눈썹,facial,피부미용업,종합미용업,"서울특별시 마포구 와우산로29길 34, 2층 202호 (서교동)",서울특별시 마포구 서교동 328-22,,2025-09-30,영업,hongdae,,PENDING_REVIEW
3130000-213-2025-00009,뷰룸 (Beauty-Room),makeup,메이크업업,종합미용업,"서울특별시 마포구 와우산로35길 71-4, 3층 (서교동)","서울특별시 마포구 서교동 330-45 , 3층",,2025-10-21,영업,hongdae,,PENDING_REVIEW
3130000-213-2025-00012,코유 헤어(CO.YU HAIR),salon,일반미용업,종합미용업,"서울특별시 마포구 동교로50길 17, 1층 전체호 (연남동)",서울특별시 마포구 연남동 224-55,,2025-03-12,영업,hongdae,,PENDING_REVIEW
3130000-213-2025-00013,킷하우스(kiiit house),salon,일반미용업,종합미용업,"서울특별시 마포구 동교로41길 32, 비브릭 2층 (연남동)",서울특별시 마포구 연남동 239-44 비브릭,,2025-05-19,영업,hongdae,,PENDING_REVIEW
3130000-213-2026-00001,두잇두,facial,피부미용업,종합미용업,"서울특별시 마포구 동교로27길 96, 2층 201호 (연남동)",서울특별시 마포구 연남동 504-26,,2026-01-15,영업,hongdae,,PENDING_REVIEW
3130000-213-2026-00002,스트록87,salon,일반미용업,종합미용업,"서울특별시 마포구 신촌로2안길 30, 4층 (동교동)",서울특별시 마포구 동교동 177-2,,2026-02-13,영업,hongdae,,PENDING_REVIEW
3130000-213-2026-00003,채채,makeup,메이크업업,종합미용업,"서울특별시 마포구 신촌로10길 9, 제에이동 2층 203호 (동교동, 더라움)",서울특별시 마포구 동교동 185-7 더라움,,2026-03-17,영업,hongdae,,PENDING_REVIEW
3130000-213-2026-00005,HONE,salon,일반미용업,종합미용업,"서울특별시 마포구 와우산로14길 17, 제1층 제102호 (상수동)",서울특별시 마포구 상수동 86-29,,2026-03-27,영업,hongdae,,PENDING_REVIEW
3130000-213-2026-00006,오브아이(of eye),makeup,메이크업업,종합미용업,"서울특별시 마포구 양화로6길 30, 제이하우트 2층 (합정동)",서울특별시 마포구 합정동 413-19 제이하우트,,2026-03-31,영업,hongdae,,PENDING_REVIEW
3130000-213-2026-00007,에코쟈뎅 홍대점,salon,일반미용업,종합미용업,"서울특별시 마포구 신촌로4길 11, A동 4,5층 (동교동)",서울특별시 마포구 동교동 179-38,,2026-04-21,영업,hongdae,,PENDING_REVIEW
3130000-213-2026-00008,소꿉래쉬,salon,일반미용업,종합미용업,"서울특별시 마포구 와우산로29길 4-15, 3층 (서교동)",서울특별시 마포구 서교동 327-46,,2026-06-11,영업,hongdae,,PENDING_REVIEW
3130000-215-2015-00003,예쁘다 그 손,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 와우산로 55-1, 1층 (상수동)",서울특별시 마포구 상수동 86-7,023368412,2015-03-20,영업,hongdae,,PENDING_REVIEW
3130000-215-2015-00018,"9, MeHo(구미호)",nail_lash,네일아트업,네일미용업,"서울특별시 마포구 성지길 18, 2층 (합정동)",서울특별시 마포구 합정동 375-26,023240619,2015-10-21,영업,hongdae,,PENDING_REVIEW
3130000-215-2016-00025,호네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로 227-5, 지하1층 (연남동)",서울특별시 마포구 연남동 373-14,,2016-07-01,영업,hongdae,,PENDING_REVIEW
3130000-215-2016-00030,Nail ONE,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 성지1길 10, 1층 101호 (합정동)",서울특별시 마포구 합정동 372-19,025176040,2016-09-21,영업,hongdae,,PENDING_REVIEW
3130000-215-2016-00036,마이토비네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 신촌로4길 22-22, 3층 (동교동)",서울특별시 마포구 동교동 176-12,,2016-11-02,영업,hongdae,,PENDING_REVIEW
3130000-215-2016-00047,문네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 독막로 91, 4층 일부호 (상수동)",서울특별시 마포구 상수동 309-5,,2016-04-26,영업,hongdae,,PENDING_REVIEW
3130000-215-2017-00010,"푸른달, 하루",nail_lash,네일아트업,네일미용업,"서울특별시 마포구 월드컵로1길 14, 상가동 207호 (합정동, 마포 한강 푸르지오)",서울특별시 마포구 합정동 472 마포 한강 푸르지오 상가동 207호,023260501,2017-04-06,영업,hongdae,,PENDING_REVIEW
3130000-215-2017-00036,딸기네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 홍익로 10, 101동 지하1층 116호 (서교동, 서교푸르지오)",서울특별시 마포구 서교동 486 서교푸르지오 101동 지하116호,0231412619,2017-09-13,영업,hongdae,,PENDING_REVIEW
3130000-215-2018-00004,15그림(15grim),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 잔다리로3안길 44, 1층 102호 (서교동)",서울특별시 마포구 서교동 395-124,0262174141,2018-02-20,영업,hongdae,,PENDING_REVIEW
3130000-215-2018-00011,네일포시즌,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 독막로9길 8, 3층 (서교동)",서울특별시 마포구 서교동 402-6 3층,023323232,2018-04-02,영업,hongdae,,PENDING_REVIEW
3130000-215-2018-00018,네일몽드,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 신촌로2안길 52, 1층 (동교동)",서울특별시 마포구 동교동 177-11 1층,,2018-05-03,영업,hongdae,,PENDING_REVIEW
3130000-215-2018-00022,이브(EVE),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로27길 92, 1층 (연남동)",서울특별시 마포구 연남동 504-24 1층,023384791,2018-06-22,영업,hongdae,,PENDING_REVIEW
3130000-215-2018-00027,바이소안,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로38안길 11-1, 2층 (연남동)",서울특별시 마포구 연남동 390-122 2층,,2018-07-18,영업,hongdae,,PENDING_REVIEW
3130000-215-2018-00030,체리네일 문제성 손·발톱전문,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로 181-9, 1층 (동교동)",서울특별시 마포구 동교동 201-28 1층,0231448678,2018-02-20,영업,hongdae,,PENDING_REVIEW
3130000-215-2018-00045,그날의네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 월드컵북로6길 92, 2층 (동교동)",서울특별시 마포구 동교동 197-34 2층 전체,,2018-02-07,영업,hongdae,,PENDING_REVIEW
3130000-215-2019-00017,크리스마스,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 어울마당로 134, 4층 (서교동)",서울특별시 마포구 서교동 347-24 4층 전체,,2019-05-29,영업,hongdae,,PENDING_REVIEW
3130000-215-2019-00020,네일브와,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로45길 3-3, 1층 (연남동)",서울특별시 마포구 연남동 229-53,,2019-08-01,영업,hongdae,,PENDING_REVIEW
3130000-215-2019-00025,네일디(nail thee),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로 185-6, 1층 101호 (동교동)",서울특별시 마포구 동교동 201-4,,2019-01-15,영업,hongdae,,PENDING_REVIEW
3130000-215-2019-00028,제니랜드,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 홍익로6길 46, 3층 (동교동)",서울특별시 마포구 동교동 164-20,023355040,2019-10-25,영업,hongdae,,PENDING_REVIEW
3130000-215-2019-00029,"네일, 꿈",nail_lash,네일아트업,네일미용업,"서울특별시 마포구 와우산로13길 40, 2층 (서교동)",서울특별시 마포구 서교동 411-18 2층,,2019-11-04,영업,hongdae,,PENDING_REVIEW
3130000-215-2019-00030,네일룸,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 양화로18안길 20, 3층 301호 (동교동)",서울특별시 마포구 동교동 169-21,07081180806,2019-11-05,영업,hongdae,,PENDING_REVIEW
3130000-215-2019-00035,B BY YOU(비바이유),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 독막로2길 34, 302호 (합정동)",서울특별시 마포구 합정동 371-1 302호,,2019-12-27,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00006,네일 리무드,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 와우산로29라길 8, 인촌빌딩 201호 (서교동)",서울특별시 마포구 서교동 333-7,,2020-02-28,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00012,네일 플로렌스(Nail Florence),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 어울마당로 42, 3층 301호 (서교동)",서울특별시 마포구 서교동 408-30 301호,,2020-03-11,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00018,미미네일터(MIMI NAILTER),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 와우산로 162-10, 3층 301호 (서교동)",서울특별시 마포구 서교동 325-5,,2020-05-26,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00022,미닛네일(minit nail),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 포은로 51, 1층 (합정동)",서울특별시 마포구 합정동 441-34,,2020-07-06,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00025,엘르네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로30길 19, 3층 301호 (동교동)",서울특별시 마포구 동교동 148-14 301호,,2020-07-30,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00028,더 메세나폴리스 네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 양화로 45, 몰동 B104호 (서교동, 메세나폴리스)",서울특별시 마포구 서교동 490 메세나폴리스,023366317,2020-09-15,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00029,"네일,ㅇㅅㅇ(nail, ㅇㅅㅇ)",nail_lash,네일아트업,네일미용업,"서울특별시 마포구 양화로 56, 동양한강트레벨 1층 105호 (서교동)",서울특별시 마포구 서교동 394-25 동양한강트레벨,,2020-10-06,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00031,조조네일스튜디오(JoJo Nail STUDIO),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 독막로7길 8, 1층 (합정동)",서울특별시 마포구 합정동 410-15,,2020-10-16,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00032,네일오운무드,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 연희로1길 7, 1층 101호 (동교동)",서울특별시 마포구 동교동 147-31,,2020-10-30,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00033,에스네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 월드컵로1길 14, 지하2층 비216-2호 (합정동, 마포 한강 푸르지오)",서울특별시 마포구 합정동 472 마포 한강 푸르지오,,2020-11-26,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00037,르미네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 월드컵로3길 31-30, 3층 (합정동)",서울특별시 마포구 합정동 388-15 3층,,2020-08-19,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00038,"네일,스물넷",nail_lash,네일아트업,네일미용업,"서울특별시 마포구 와우산로33길 12, 2층 (서교동)",서울특별시 마포구 서교동 326-14 2층,,2020-05-28,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00039,네일로제,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로46길 7, 3층 302호 (연남동)",서울특별시 마포구 연남동 387-19 302호,,2020-01-17,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00040,니드필(NEED FEEL),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 독막로3길 52, 예쁜빌딩 3층 일부호 (서교동)",서울특별시 마포구 서교동 397-5 예쁜빌딩 3층 일부호,,2020-06-09,영업,hongdae,,PENDING_REVIEW
3130000-215-2020-00041,내일도조이풀(nail the joyful),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 월드컵북로6길 97, 2층 일부호 (연남동)",서울특별시 마포구 연남동 567-40 2층 일부호,,2020-10-06,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00001,팔레드네일(parlerde),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로 181-7, 2층 (동교동)",서울특별시 마포구 동교동 201-39,,2021-01-18,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00002,nail ilrang(네일일랑),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 독막로3길 35, 3층 (서교동)",서울특별시 마포구 서교동 395-65,,2021-02-19,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00003,발림,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로38길 33-15, 1층 (연남동)",서울특별시 마포구 연남동 390-30 1층 일부(102호),,2021-02-25,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00004,로디네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로 262-4, 피아노빌딩 3층 (연남동)",서울특별시 마포구 연남동 228-24 피아노빌딩 3층 전체,,2021-02-26,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00005,네일해나,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로12길 21, 1층 29호 (서교동)",서울특별시 마포구 서교동 485-14 1층 29호,,2021-03-03,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00008,헤이 씨(Hey See),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 와우산로19길 11, 4층 (서교동)",서울특별시 마포구 서교동 363-23 4층,,2021-03-15,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00010,네일쉼,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 양화로7길 3, 2층 202호 (서교동)",서울특별시 마포구 서교동 393-1 외 1필지(393-3) 2층 202호,,2021-04-02,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00011,연주다움,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 독막로4길 9, 지하1층 (합정동)",서울특별시 마포구 합정동 363-30 지하1층 일부,,2021-04-07,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00014,네일탐구생활,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 와우산로29나길 23, 지하층 우측호 (서교동)","서울특별시 마포구 서교동 336-18 , 지하층 우측호",,2021-04-20,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00017,네일하라유,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 양화로 156, LG팰리스빌딩 지하1층 112호 (동교동)",서울특별시 마포구 동교동 165-8 LG팰리스빌딩,,2021-04-23,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00019,바를정 네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 성미산로 109, 102호 (연남동, 희승)",서울특별시 마포구 연남동 488-4 희승,,2021-05-17,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00021,우디네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 와우산로29마길 5, 지층 (서교동)",서울특별시 마포구 서교동 333-30 지층(마주보고 좌측),,2021-05-25,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00023,반짝이는 네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 어울마당로 56, 4층 401호 (서교동)",서울특별시 마포구 서교동 408-8 4층 401호,,2021-06-01,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00024,연남동 미누,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 동교로38길 30, 4층 (연남동)",서울특별시 마포구 연남동 382-27 4층 일부(미누헤어 내),,2021-06-01,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00025,오요이 네일스튜디오(OYOI NAIL STUDIO),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 성지길 36-20, 4층 (합정동)",서울특별시 마포구 합정동 375-18 4층,,2021-06-02,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00026,네일드 디아망,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 어울마당로5길 4, 3층 301호 (서교동)",서울특별시 마포구 서교동 403-11 3층 일부(301호),,2021-06-03,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00030,루이일사네일,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 월드컵북로 48, 1층 (연남동)",서울특별시 마포구 연남동 487-400,,2021-06-25,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00032,네일위자드Ⅱ,nail_lash,네일아트업,네일미용업,"서울특별시 마포구 양화로6길 18, B동 3층 (합정동)",서울특별시 마포구 합정동 413-27 B동 3층 일부,,2021-08-26,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00034,네일치프(chief),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 와우산로29길 40, B01호 (서교동)",서울특별시 마포구 서교동 328-24,,2021-10-26,영업,hongdae,,PENDING_REVIEW
3130000-215-2021-00035,나두네일(nadoo nail),nail_lash,네일아트업,네일미용업,"서울특별시 마포구 와우산로 39-13, 지층 (상수동)",서울특별시 마포구 상수동 310-8,,2021-10-26,영업,hongdae,,PENDING_REVIEW
